
> sejongcook-next@0.1.0 dev
> next dev -p 3000

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/sejongcook-next/package-lock.json

▲ Next.js 16.1.4 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.102:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 3.5s
○ Compiling / ...
 GET /api/sejong/attendance?t=1781014375335&date=2026-06-09 200 in 227ms (compile: 2ms, render: 225ms)
 GET /api/sejong/attendance?t=1781014381335&date=2026-06-09 200 in 233ms (compile: 1760µs, render: 231ms)
 GET /api/sejong/attendance?t=1781014394495&date=2026-06-09 200 in 228ms (compile: 1511µs, render: 226ms)
 GET /api/sejong/attendance?t=1781014405816&date=2026-06-09 200 in 221ms (compile: 1252µs, render: 220ms)
 GET /api/sejong/attendance?t=1781014411335&date=2026-06-09 200 in 221ms (compile: 1259µs, render: 219ms)
 GET /api/sejong/attendance?t=1781014427335&date=2026-06-09 200 in 235ms (compile: 1853µs, render: 233ms)
 GET /api/sejong/attendance?t=1781014435582&date=2026-06-09 200 in 221ms (compile: 1294µs, render: 220ms)
 GET /api/sejong/attendance?t=1781014441335&date=2026-06-09 200 in 233ms (compile: 1436µs, render: 231ms)
 GET /api/sejong/attendance?t=1781014449524&date=2026-06-09 200 in 250ms (compile: 15ms, render: 235ms)
 GET /api/sejong/attendance?t=1781014455335&date=2026-06-09 200 in 222ms (compile: 1219µs, render: 221ms)
 GET /api/sejong/attendance?t=1781014461335&date=2026-06-09 200 in 301ms (compile: 1767µs, render: 299ms)
 GET /api/sejong/attendance?t=1781014466336&date=2026-06-09 200 in 237ms (compile: 1909µs, render: 235ms)
 GET /api/sejong/attendance?t=1781014471340&date=2026-06-09 200 in 237ms (compile: 3ms, render: 234ms)
 GET /api/sejong/attendance?t=1781014476343&date=2026-06-09 200 in 236ms (compile: 3ms, render: 233ms)
 GET /api/sejong/attendance?t=1781014481347&date=2026-06-09 200 in 234ms (compile: 1403µs, render: 232ms)
 GET /api/sejong/attendance?t=1781014486351&date=2026-06-09 200 in 226ms (compile: 1445µs, render: 225ms)
 GET /api/sejong/attendance?t=1781014491356&date=2026-06-09 200 in 225ms (compile: 1171µs, render: 224ms)
 GET /api/sejong/attendance?t=1781014496360&date=2026-06-09 200 in 223ms (compile: 1552µs, render: 222ms)
 GET /api/sejong/attendance?t=1781014501363&date=2026-06-09 200 in 228ms (compile: 1428µs, render: 227ms)
 GET /api/sejong/attendance?t=1781014506367&date=2026-06-09 200 in 244ms (compile: 3ms, render: 241ms)
 GET /api/sejong/attendance?t=1781014511372&date=2026-06-09 200 in 219ms (compile: 1615µs, render: 217ms)
 GET /api/sejong/attendance?t=1781014517335&date=2026-06-09 200 in 224ms (compile: 1555µs, render: 222ms)
 GET /api/sejong/attendance?t=1781014523335&date=2026-06-09 200 in 262ms (compile: 1310µs, render: 260ms)
 GET /api/sejong/attendance?t=1781014529335&date=2026-06-09 200 in 220ms (compile: 1404µs, render: 218ms)
 GET /api/sejong/attendance?t=1781014535350&date=2026-06-09 200 in 232ms (compile: 1194µs, render: 230ms)
 GET /api/sejong/attendance?t=1781014541335&date=2026-06-09 200 in 237ms (compile: 1376µs, render: 236ms)
 GET /api/sejong/attendance?t=1781014547335&date=2026-06-09 200 in 241ms (compile: 1856µs, render: 239ms)
 GET /api/sejong/attendance?t=1781014553470&date=2026-06-09 200 in 235ms (compile: 3ms, render: 232ms)
 GET /api/sejong/attendance?t=1781014559335&date=2026-06-09 200 in 236ms (compile: 1273µs, render: 235ms)
 GET /api/sejong/attendance?t=1781014565335&date=2026-06-09 200 in 244ms (compile: 1161µs, render: 242ms)
 GET /api/sejong/attendance?t=1781014571335&date=2026-06-09 200 in 224ms (compile: 1308µs, render: 222ms)
 GET /api/sejong/attendance?t=1781014577335&date=2026-06-09 200 in 221ms (compile: 1151µs, render: 219ms)
 GET /api/sejong/attendance?t=1781014583335&date=2026-06-09 200 in 228ms (compile: 1143µs, render: 227ms)
 GET /api/sejong/attendance?t=1781014589335&date=2026-06-09 200 in 232ms (compile: 1294µs, render: 230ms)
 GET /api/sejong/attendance?t=1781014595335&date=2026-06-09 200 in 232ms (compile: 1606µs, render: 230ms)
 GET /api/sejong/attendance?t=1781014601336&date=2026-06-09 200 in 227ms (compile: 1561µs, render: 225ms)
 GET /api/sejong/attendance?t=1781014607335&date=2026-06-09 200 in 222ms (compile: 1218µs, render: 221ms)
 GET /api/sejong/attendance?t=1781014613148&date=2026-06-09 200 in 246ms (compile: 7ms, render: 239ms)
 GET /api/sejong/attendance?t=1781014618151&date=2026-06-09 200 in 216ms (compile: 1146µs, render: 215ms)
 GET /api/sejong/attendance?t=1781014623156&date=2026-06-09 200 in 244ms (compile: 1192µs, render: 243ms)
 GET /api/sejong/attendance?t=1781014628160&date=2026-06-09 200 in 223ms (compile: 1156µs, render: 222ms)
 GET /api/sejong/attendance?t=1781014633164&date=2026-06-09 200 in 228ms (compile: 1612µs, render: 227ms)
 GET /api/sejong/attendance?t=1781014638167&date=2026-06-09 200 in 218ms (compile: 1155µs, render: 217ms)
 GET /api/sejong/attendance?t=1781014643172&date=2026-06-09 200 in 223ms (compile: 1467µs, render: 222ms)
 GET /api/sejong/attendance?t=1781014648176&date=2026-06-09 200 in 221ms (compile: 1836µs, render: 219ms)
 GET /api/sejong/attendance?t=1781014653179&date=2026-06-09 200 in 241ms (compile: 1378µs, render: 240ms)
 GET /api/sejong/attendance?t=1781014658183&date=2026-06-09 200 in 223ms (compile: 1481µs, render: 222ms)
 GET /api/sejong/members?t=1781014659584 200 in 225ms (compile: 6ms, render: 219ms)
 GET /api/sejong/payments?t=1781014659586 200 in 281ms (compile: 6ms, render: 274ms)
 GET /api/sejong/timetable?t=1781014659586 200 in 205ms (compile: 1771µs, render: 203ms)
 GET /api/sejong/members?t=1781014659585 200 in 457ms (compile: 2ms, render: 455ms)
 GET /api/sejong/holidays?t=1781014659586 200 in 494ms (compile: 7ms, render: 487ms)
 GET /api/sejong/attendance?t=1781014659586 200 in 507ms (compile: 11ms, render: 496ms)
 GET /api/sejong/settings?t=1781014659586 200 in 727ms (compile: 10ms, render: 717ms)
 GET /apple-touch-icon-precomposed.png 404 in 137ms (compile: 11ms, render: 126ms)
 GET /apple-touch-icon.png 404 in 88ms (compile: 5ms, render: 83ms)
 GET /admin/login?from=%2Fsejong%2Fkiosk_admin.html 200 in 223ms (compile: 113ms, proxy.ts: 3ms, render: 107ms)
 POST /api/visitors 200 in 14ms (compile: 6ms, render: 8ms)
 GET /data/footer.json?_t=1781016450617 404 in 304ms (compile: 240ms, render: 64ms)
 GET /api/sejong/holidays?t=1781016452730 200 in 1772ms (compile: 32ms, render: 1740ms)
 GET /api/sejong/members?t=1781016452729 200 in 1791ms (compile: 6ms, render: 1785ms)
 GET /api/sejong/settings?t=1781016452730 200 in 1792ms (compile: 22ms, render: 1770ms)
 GET /api/sejong/members?t=1781016452730 200 in 1797ms (compile: 7ms, render: 1791ms)
 GET /api/sejong/payments?t=1781016452730 200 in 1801ms (compile: 15ms, render: 1786ms)
 GET /api/sejong/attendance?t=1781016452730 200 in 1806ms (compile: 29ms, render: 1777ms)
 GET /api/sejong/timetable?t=1781016452731 200 in 544ms (compile: 2ms, render: 542ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 162ms (compile: 4ms, proxy.ts: 9ms, render: 149ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 98ms (compile: 3ms, proxy.ts: 4ms, render: 92ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 112ms (compile: 4ms, proxy.ts: 3ms, render: 105ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 82ms (compile: 2ms, proxy.ts: 4ms, render: 76ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 82ms (compile: 2ms, proxy.ts: 3ms, render: 77ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 66ms (compile: 3ms, proxy.ts: 4ms, render: 60ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 70ms (compile: 1978µs, proxy.ts: 3ms, render: 66ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 137ms (compile: 4ms, proxy.ts: 5ms, render: 128ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 80ms (compile: 2ms, proxy.ts: 3ms, render: 74ms)
 GET /admin/login?from=%2Fsejong%2Fmanifest.json 200 in 57ms (compile: 3ms, proxy.ts: 4ms, render: 49ms)
 GET /api/sejong/timetable?t=1781016636093 200 in 608ms (compile: 31ms, render: 577ms)
 GET /api/sejong/attendance?t=1781016636093 200 in 616ms (compile: 8ms, render: 608ms)
 GET /api/sejong/holidays?t=1781016636093 200 in 940ms (compile: 99ms, render: 842ms)
 GET /api/sejong/members?t=1781016636093 200 in 954ms (compile: 55ms, render: 899ms)
 GET /api/sejong/settings 200 in 844ms (compile: 2ms, render: 841ms)
 GET /api/sejong/members?t=1781016641287 200 in 267ms (compile: 2ms, render: 264ms)
 GET /api/sejong/settings 200 in 196ms (compile: 3ms, render: 192ms)
 GET /api/sejong/members 200 in 234ms (compile: 1428µs, render: 232ms)
 GET /api/sejong/attendance?t=1781016643266&date=2026-06-09 200 in 216ms (compile: 2ms, render: 213ms)
 GET /api/sejong/settings 200 in 209ms (compile: 14ms, render: 195ms)
 GET /api/sejong/settings 200 in 543ms (compile: 1649µs, render: 542ms)
 GET /api/sejong/settings 200 in 196ms (compile: 1454µs, render: 194ms)
 GET /sejong/images/hero_cooking.jpg 404 in 91ms (compile: 8ms, proxy.ts: 3ms, render: 79ms)
 GET /api/sejong/settings 200 in 201ms (compile: 2ms, render: 198ms)
 GET /api/sejong/settings 200 in 196ms (compile: 3ms, render: 194ms)
 GET /api/sejong/members 200 in 298ms (compile: 4ms, render: 294ms)
 GET /api/sejong/attendance?t=1781016650733&date=2026-06-09 200 in 202ms (compile: 1457µs, render: 201ms)
 GET /api/sejong/members?t=1781016651471 200 in 209ms (compile: 5ms, render: 204ms)
